cup_year,stage,cid1,cid2,pid,goal,penalty,time
2002,"1st Round, Group C",1,34,6008,1,,45'+2'
2002,"1st Round, Group C",1,34,5804,1,,50'
2002,"1st Round, Group C",1,34,5701,1,,87'
2002,"1st Round, Group G",3,40,6949,1,,7'
2002,"1st Round, Group G",3,40,6949,1,,27'
2002,"1st Round, Group C",74,29,2557,1,,61'
2002,"1st Round, Group C",74,29,7161,1,,65'
2002,"1st Round, Group H",35,14,7115,1,,57'
2002,"1st Round, Group H",35,14,6469,1,,59'
2002,"1st Round, Group H",35,14,3060,1,,67'
2002,"1st Round, Group H",35,14,6804,1,,75'
2002,"1st Round, Group D",26,15,3019,1,,26'
2002,"1st Round, Group D",26,15,7213,1,,53'
2002,"1st Round, Group H",11,52,6609,1,,59'
2002,"1st Round, Group H",11,52,3409,1,,64'
2002,"1st Round, Group D",23,17,4925,1,,4'
2002,"1st Round, Group D",23,17,3278,-1,,29'
2002,"1st Round, Group D",23,17,4323,1,,36'
2002,"1st Round, Group D",23,17,785,1,,39'
2002,"1st Round, Group D",23,17,93,-1,,71'
2002,"1st Round, Group E",2,38,3564,1,,19'
2002,"1st Round, Group E",2,38,3428,1,,90'+2'
2002,"1st Round, Group E",31,50,2124,1,,66'
2002,"1st Round, Group A",25,47,6628,1,,16'
2002,"1st Round, Group A",25,47,1791,1,,52'
2002,"1st Round, Group F",10,32,92,1,,27'
2002,"1st Round, Group F",10,32,3807,1,,35'
2002,"1st Round, Group F",10,32,3807,1,,63'
2002,"1st Round, Group B",5,22,5497,-1,,10'
2002,"1st Round, Group B",5,22,4607,1,,53'
2002,"1st Round, Group B",5,22,4607,1,,69'
2002,"1st Round, Group B",5,22,2908,1,,83'
2002,"1st Round, Group F",4,6,666,1,,44'
2002,"1st Round, Group B",43,56,4881,1,,4'
2002,"1st Round, Group G",3,27,6949,1,,55'
2002,"1st Round, Group G",3,27,4985,1,,73'
2002,"1st Round, Group G",3,27,5588,1,,76'
2002,"1st Round, Group C",1,74,5724,1,,15'
2002,"1st Round, Group C",1,74,5701,1,,32'
2002,"1st Round, Group C",1,74,5803,1,,45'
2002,"1st Round, Group C",1,74,5804,1,,55'
2002,"1st Round, Group G",13,40,1735,1,,5'
2002,"1st Round, Group G",13,40,900,1,,28'
2002,"1st Round, Group G",13,40,6640,1,,57'
2002,"1st Round, Group C",29,34,700,1,,56'
2002,"1st Round, Group C",29,34,5174,1,,86'
2002,"1st Round, Group H",35,11,3060,1,,51'
2002,"1st Round, Group D",26,23,4281,1,,24'
2002,"1st Round, Group D",26,23,114,1,,78'
2002,"1st Round, Group H",52,14,7115,1,,13'
2002,"1st Round, Group H",52,14,946,1,,17'
2002,"1st Round, Group D",17,15,5205,1,,14'
2002,"1st Round, Group D",17,15,5205,1,,65'
2002,"1st Round, Group D",17,15,5205,1,,77'
2002,"1st Round, Group D",17,15,5846,1,,88'
2002,"1st Round, Group A",25,7,5800,1,,22'
2002,"1st Round, Group A",25,7,6628,1,,67'
2002,"1st Round, Group A",47,9,2147,1,,20'
2002,"1st Round, Group A",47,9,1832,1,,26'
2002,"1st Round, Group A",47,9,1832,1,,38'
2002,"1st Round, Group A",47,9,4589,1,,46'
2002,"1st Round, Group A",47,9,2302,1,,69'
2002,"1st Round, Group A",47,9,5607,1,,88'
2002,"1st Round, Group E",31,2,852,1,,50'
2002,"1st Round, Group E",31,2,3564,1,,79'
2002,"1st Round, Group E",50,38,3428,1,,7'
2002,"1st Round, Group E",50,38,977,1,,61'
2002,"1st Round, Group E",50,38,1940,1,,87'
2002,"1st Round, Group F",10,4,6471,1,,59'
2002,"1st Round, Group F",10,4,1559,1,,88'
2002,"1st Round, Group B",43,5,5596,1,,4'
2002,"1st Round, Group B",43,5,4325,1,,31'
2002,"1st Round, Group B",43,5,4406,1,,45'+1'
2002,"1st Round, Group B",43,5,5533,1,,53'
2002,"1st Round, Group B",43,5,5596,1,,56'
2002,"1st Round, Group B",56,22,51,1,,45'+1'
2002,"1st Round, Group B",56,22,1599,1,,65'
2002,"1st Round, Group B",56,22,1170,1,,73'
2002,"1st Round, Group B",56,22,1599,1,,84'
2002,"1st Round, Group C",29,1,5804,1,,10'
2002,"1st Round, Group C",29,1,5804,1,,13'
2002,"1st Round, Group C",29,1,1989,1,,38'
2002,"1st Round, Group C",29,1,7054,1,,39'
2002,"1st Round, Group C",29,1,2557,1,,56'
2002,"1st Round, Group C",29,1,5701,1,,62'
2002,"1st Round, Group C",29,1,3318,1,,64'
2002,"1st Round, Group C",34,74,6008,1,,6'
2002,"1st Round, Group C",34,74,3628,1,,9'
2002,"1st Round, Group C",34,74,1647,1,,85'
2002,"1st Round, Group G",13,3,900,1,,34'
2002,"1st Round, Group G",13,3,1729,1,,85'
2002,"1st Round, Group G",40,27,4398,1,,48'
2002,"1st Round, Group H",52,35,4615,1,,48'
2002,"1st Round, Group H",52,35,4735,1,,75'
2002,"1st Round, Group H",14,11,7045,1,,7'
2002,"1st Round, Group H",14,11,778,1,,52'
2002,"1st Round, Group H",14,11,6290,1,,78'
2002,"1st Round, Group H",14,11,7115,1,,82'
2002,"1st Round, Group H",14,11,6486,1,,88'
2002,"1st Round, Group D",17,26,5164,1,,70'
2002,"1st Round, Group D",15,23,4988,1,,3'
2002,"1st Round, Group D",15,23,3710,1,,5'
2002,"1st Round, Group D",15,23,1895,1,,66'
2002,Round of 16,2,22,4821,1,,88'
2002,Round of 16,25,6,2195,1,,5'
2002,Round of 16,25,6,5081,1,,22'
2002,Round of 16,25,6,2895,1,,44'
2002,Round of 16,10,47,3807,1,,11'
2002,Round of 16,10,47,1148,1,,37'
2002,Round of 16,10,47,1148,1,,14'
2002,Round of 16,5,38,4607,1,,8'
2002,Round of 16,5,38,3428,1,,90'
2002,Round of 16,5,38,2908,,1,
2002,Round of 16,5,38,3428,,1,
2002,Round of 16,5,38,583,,1,
2002,Round of 16,5,38,2946,,0,
2002,Round of 16,5,38,3299,,0,
2002,Round of 16,5,38,1497,,0,
2002,Round of 16,5,38,6778,,0,
2002,Round of 16,5,38,3494,,0,
2002,Round of 16,5,38,4406,,1,
2002,Round of 16,5,38,2260,,1,
2002,Round of 16,13,23,4323,1,,8'
2002,Round of 16,13,23,1895,1,,65'
2002,Round of 16,1,14,5701,1,,67'
2002,Round of 16,1,14,5804,1,,87'
2002,Round of 16,35,34,1647,1,,12'
2002,Round of 16,26,3,6949,1,,18'
2002,Round of 16,26,3,6111,1,,88'
2002,Round of 16,26,3,114,1,,117'
2002,1/4 Finals,6,1,5081,1,,23'
2002,1/4 Finals,6,1,5701,1,,45'+2'
2002,1/4 Finals,6,1,5803,1,,50'
2002,1/4 Finals,2,23,562,1,,39'
2002,1/4 Finals,5,26,2908,,1,
2002,1/4 Finals,5,26,3019,,1,
2002,1/4 Finals,5,26,583,,1,
2002,1/4 Finals,5,26,5164,,1,
2002,1/4 Finals,5,26,7169,,1,
2002,1/4 Finals,5,26,6111,,1,
2002,1/4 Finals,5,26,3233,,0,
2002,1/4 Finals,5,26,114,,1,
2002,1/4 Finals,5,26,2955,,1,
2002,1/4 Finals,47,34,4153,1,,4'
2002,Semifinals,2,26,562,1,,75'
2002,Semifinals,1,34,5804,1,,49'
2002,3rd Place,26,34,6447,1,,1'
2002,3rd Place,26,34,3852,1,,9'
2002,3rd Place,26,34,4153,1,,13'
2002,3rd Place,26,34,4153,1,,32'
2002,3rd Place,26,34,6292,1,,90'+3'
2002,Final Game,2,1,5804,1,,67'
2002,Final Game,2,1,5804,1,,79'
1998,"1st Round, Group A",1,30,1301,1,,5'
1998,"1st Round, Group A",1,30,1482,1,,38'
1998,"1st Round, Group A",1,30,949,-1,,74'
1998,"1st Round, Group A",44,45,2034,1,,37'
1998,"1st Round, Group A",44,45,1374,-1,,45'+1'
1998,"1st Round, Group A",44,45,2731,1,,60'
1998,"1st Round, Group A",44,45,2002,1,,61'
1998,"1st Round, Group B",31,19,4872,1,,77'
1998,"1st Round, Group B",31,19,5420,1,,90'+1'
1998,"1st Round, Group B",3,20,6949,1,,11'
1998,"1st Round, Group B",3,20,5917,1,,45'+3'
1998,"1st Round, Group B",3,20,5917,1,,48'
1998,"1st Round, Group B",3,20,525,1,,84'
1998,"1st Round, Group C",50,25,5681,1,,69'
1998,"1st Round, Group C",7,43,1941,1,,36'
1998,"1st Round, Group C",7,43,3098,-1,,77'
1998,"1st Round, Group C",7,43,2856,1,,90'+2'
1998,"1st Round, Group E",26,13,2724,1,,27'
1998,"1st Round, Group E",26,13,5250,1,,50'
1998,"1st Round, Group E",26,13,2881,1,,75'
1998,"1st Round, Group E",26,13,2881,1,,84'
1998,"1st Round, Group D",5,32,2908,1,,21'
1998,"1st Round, Group D",5,32,73,1,,24'
1998,"1st Round, Group D",5,32,5596,1,,47'
1998,"1st Round, Group D",5,32,4989,1,,73'
1998,"1st Round, Group H",60,27,6353,1,,27'
1998,"1st Round, Group H",60,27,1970,1,,45'
1998,"1st Round, Group H",60,27,5473,1,,53'
1998,"1st Round, Group H",60,27,6445,1,,69'
1998,"1st Round, Group F",12,54,4461,1,,73'
1998,"1st Round, Group H",4,35,640,1,,28'
1998,"1st Round, Group F",2,23,4535,1,,10'
1998,"1st Round, Group F",2,23,3560,1,,67'
1998,"1st Round, Group G",24,28,3047,1,,45'+1'
1998,"1st Round, Group G",6,52,6153,1,,42'
1998,"1st Round, Group G",6,52,6051,1,,89'
1998,"1st Round, Group A",30,45,2272,1,,46'
1998,"1st Round, Group A",30,45,1071,1,,66'
1998,"1st Round, Group A",1,44,5804,1,,9'
1998,"1st Round, Group A",1,44,5701,1,,45'+2'
1998,"1st Round, Group A",1,44,662,1,,50'
1998,"1st Round, Group B",20,19,5917,1,,70'
1998,"1st Round, Group B",20,19,6876,1,,90'+2'
1998,"1st Round, Group B",3,31,1778,1,,7'
1998,"1st Round, Group B",3,31,6949,1,,75'
1998,"1st Round, Group B",3,31,6949,1,,89'
1998,"1st Round, Group C",7,50,2856,1,,37'
1998,"1st Round, Group C",7,50,6678,1,,68'
1998,"1st Round, Group C",7,50,2856,1,,78'
1998,"1st Round, Group C",7,50,3948,1,,85'
1998,"1st Round, Group C",43,25,4839,1,,12'
1998,"1st Round, Group C",43,25,4325,1,,51'
1998,"1st Round, Group D",32,33,3043,1,,28'
1998,"1st Round, Group E",8,26,1466,1,,37'
1998,"1st Round, Group E",8,26,5079,1,,41'
1998,"1st Round, Group E",8,26,753,1,,71'
1998,"1st Round, Group E",8,26,6819,1,,78'
1998,"1st Round, Group E",8,26,1669,1,,83'
1998,"1st Round, Group E",14,13,7115,1,,42'
1998,"1st Round, Group E",14,13,7115,1,,47'
1998,"1st Round, Group E",14,13,2425,1,,55'
1998,"1st Round, Group E",14,13,828,1,,62'
1998,"1st Round, Group H",35,27,6445,1,,77'
1998,"1st Round, Group H",4,60,5040,1,,31'
1998,"1st Round, Group H",4,60,5040,1,,55'
1998,"1st Round, Group H",4,60,640,1,,73'
1998,"1st Round, Group H",4,60,640,1,,78'
1998,"1st Round, Group H",4,60,640,1,,83'
1998,"1st Round, Group F",2,12,4463,1,,13'
1998,"1st Round, Group F",2,12,6397,1,,52'
1998,"1st Round, Group F",2,12,4461,-1,,72'
1998,"1st Round, Group F",2,12,801,1,,78'
1998,"1st Round, Group F",23,54,2117,1,,41'
1998,"1st Round, Group F",23,54,4090,1,,83'
1998,"1st Round, Group F",23,54,4323,1,,87'
1998,"1st Round, Group G",28,52,5459,1,,82'
1998,"1st Round, Group G",24,6,4549,1,,46'
1998,"1st Round, Group G",24,6,5081,1,,81'
1998,"1st Round, Group G",24,6,5332,1,,90'
1998,"1st Round, Group B",3,19,6949,1,,48'
1998,"1st Round, Group B",3,19,525,1,,90'
1998,"1st Round, Group B",3,19,2893,1,,90'+2'
1998,"1st Round, Group A",30,44,628,1,,23'
1998,"1st Round, Group A",30,44,2731,1,,46'
1998,"1st Round, Group A",30,44,628,1,,85'
1998,"1st Round, Group A",1,45,662,1,,78'
1998,"1st Round, Group A",1,45,2274,1,,83'
1998,"1st Round, Group A",1,45,5632,1,,89'
1998,"1st Round, Group B",20,31,6182,1,,20'
1998,"1st Round, Group B",20,31,4316,1,,56'
1998,"1st Round, Group D",5,33,2908,1,,6'
1998,"1st Round, Group D",5,33,4025,1,,18'
1998,"1st Round, Group D",5,33,4607,1,,55'
1998,"1st Round, Group D",5,33,3637,1,,58'
1998,"1st Round, Group D",5,33,4607,1,,81'
1998,"1st Round, Group D",5,33,510,-1,,88'
1998,"1st Round, Group D",5,33,3493,1,,90'+4'
1998,"1st Round, Group C",7,25,1855,1,,12'
1998,"1st Round, Group C",7,25,3817,1,,42'
1998,"1st Round, Group C",7,25,5322,1,,56'
1998,"1st Round, Group D",32,22,478,1,,1'
1998,"1st Round, Group D",32,22,5051,1,,11'
1998,"1st Round, Group D",32,22,731,1,,58'
1998,"1st Round, Group D",32,22,1204,1,,86'
1998,"1st Round, Group C",43,50,619,1,,18'
1998,"1st Round, Group C",43,50,160,1,,45'+2'
1998,"1st Round, Group C",43,50,184,1,,74'
1998,"1st Round, Group C",43,50,619,1,,90'+3'
1998,"1st Round, Group E",14,26,4851,1,,7'
1998,"1st Round, Group E",14,26,7213,1,,72'
1998,"1st Round, Group E",8,13,1466,1,,4'
1998,"1st Round, Group E",8,13,1669,1,,18'
1998,"1st Round, Group E",8,13,5250,1,,75'
1998,"1st Round, Group E",8,13,2881,1,,90'+4'
1998,"1st Round, Group F",2,54,801,1,,50'
1998,"1st Round, Group F",2,54,3560,1,,57'
1998,"1st Round, Group F",23,12,3605,1,,3'
1998,"1st Round, Group G",24,52,6315,1,,12'
1998,"1st Round, Group G",24,52,4549,1,,71'
1998,"1st Round, Group G",28,6,339,1,,20'
1998,"1st Round, Group G",28,6,666,1,,29'
1998,"1st Round, Group H",35,60,7094,1,,39'
1998,"1st Round, Group H",35,60,7094,1,,54'
1998,"1st Round, Group H",35,60,4737,1,,74'
1998,"1st Round, Group H",4,27,5366,1,,36'
1998,Round of 16,1,20,1301,1,,11'
1998,Round of 16,1,20,1301,1,,27'
1998,Round of 16,1,20,5804,1,,45'+1'
1998,Round of 16,1,20,5917,1,,68'
1998,Round of 16,1,20,5804,1,,70'
1998,Round of 16,3,45,6949,1,,18'
1998,Round of 16,32,25,4554,1,,3'
1998,Round of 16,32,25,3816,1,,12'
1998,Round of 16,32,25,5968,1,,60'
1998,Round of 16,32,25,2846,1,,76'
1998,Round of 16,32,25,499,1,,78'
1998,Round of 16,7,22,825,1,,113'
1998,Round of 16,2,13,2881,1,,47'
1998,Round of 16,2,13,3560,1,,75'
1998,Round of 16,2,13,801,1,,86'
1998,Round of 16,8,12,753,1,,38'
1998,Round of 16,8,12,3605,1,,48'
1998,Round of 16,8,12,1654,1,,90'+2'
1998,Round of 16,4,6,640,1,,6'
1998,Round of 16,4,6,6153,1,,10'
