pid,cup_year,cid,jersey,played,started,captain,goals,goal_avg,yellow,red
1305,1986,14,11,7,7,7,3,0.43,1,0
1305,1990,14,11,4,3,3,1,0.25,0,0
1306,2002,40,1,3,3,0,0,0.0,1,0
1307,1986,26,11,3,3,0,0,0.0,0,0
1308,2002,26,16,4,1,0,0,0.0,1,0
1308,2010,26,22,3,3,0,0,0.0,1,0
1309,2010,58,2,3,3,0,0,0.0,0,0
1310,1934,5,,1,1,0,0,0.0,0,0
1311,2014,14,22,4,1,0,0,0.0,0,0
1312,1986,41,19,0,0,0,0,0.0,0,0
1313,1962,13,13,0,0,0,0,0.0,0,0
1313,1966,13,2,3,3,0,0,0.0,0,0
1314,2002,40,16,3,3,0,0,0.0,2,0
1315,1966,4,14,0,0,0,0,0.0,0,0
1316,2010,49,1,0,0,0,0,0.0,0,0
1317,1970,37,7,4,4,0,1,0.25,0,0
1318,1982,18,16,1,1,0,0,0.0,1,0
1319,1930,22,,0,0,0,0,0.0,0,0
1320,1994,4,3,4,4,0,0,0.0,1,0
1320,1998,4,3,4,3,0,0,0.0,2,0
1320,2002,4,22,1,1,0,0,0.0,1,0
1321,2014,23,21,0,0,0,0,0.0,0,0
1322,1982,11,22,0,0,0,0,0.0,0,0
1323,1982,11,16,0,0,0,0,0.0,0,0
1324,1986,11,16,1,1,0,0,0.0,0,0
1324,1990,11,16,0,0,0,0,0.0,0,0
1325,1930,14,,0,0,0,0,0.0,0,0
1326,1930,7,,3,3,0,0,0.0,0,0
1327,1994,44,9,2,2,0,1,0.5,0,0
1328,2010,41,16,1,1,0,0,0.0,0,0
1329,1930,20,,2,2,0,0,0.0,0,0
1330,1958,39,20,0,0,0,0,0.0,0,0
1331,1994,21,11,4,4,0,1,0.25,0,0
1332,1998,7,22,0,0,0,0,0.0,0,0
1333,2010,49,9,1,1,0,0,0.0,0,0
1334,2006,67,17,0,0,0,0,0.0,0,0
1335,1958,53,9,4,4,0,1,0.25,0,0
1336,1958,53,5,5,5,0,0,0.0,0,0
1337,1958,6,20,0,0,0,0,0.0,0,0
1337,1962,6,11,4,4,0,1,0.25,0,0
1337,1966,6,9,6,6,0,3,0.5,0,0
1337,1970,6,9,4,4,0,0,0.0,0,0
1338,1966,6,5,6,6,0,0,0.0,0,0
1338,1970,6,17,1,1,0,0,0.0,0,0
1339,1930,68,,2,2,0,0,0.0,0,0
1340,1990,29,8,4,4,0,0,0.0,0,0
1341,1990,29,6,4,4,0,0,0.0,0,0
1342,1994,13,22,0,0,0,0,0.0,0,0
1343,1994,13,13,1,0,0,0,0.0,0,0
1344,2014,62,23,2,0,0,0,0.0,0,0
1345,2010,62,2,3,3,0,0,0.0,1,0
1345,2014,62,2,1,0,0,0,0.0,0,0
1346,1974,4,8,1,0,0,0,0.0,0,0
1347,1970,64,13,0,0,0,0,0.0,0,0
1348,1978,52,18,0,0,0,0,0.0,0,0
1349,1986,41,3,0,0,0,0,0.0,0,0
1350,2010,31,14,1,1,0,0,0.0,0,0
1350,2014,31,14,2,2,0,0,0.0,0,0
1351,2006,52,14,3,3,0,0,0.0,1,0
1352,1978,52,16,0,0,0,0,0.0,0,0
1353,1986,5,15,1,1,0,0,0.0,0,0
1353,1990,5,2,4,4,0,0,0.0,1,0
1354,1994,11,1,1,1,0,0,0.0,0,0
1354,2002,11,12,0,0,0,0,0.0,0,0
1355,2002,23,14,0,0,0,0,0.0,0,0
1355,2006,23,6,3,3,0,0,0.0,0,0
1355,2010,23,6,4,4,0,0,0.0,2,0
1356,1958,7,8,0,0,0,0,0.0,0,0
1357,1998,44,8,2,2,0,0,0.0,2,0
1358,1978,1,21,3,1,0,0,0.0,1,0
1359,1950,1,,4,4,0,4,1.0,0,0
1360,2010,3,4,3,3,0,0,0.0,1,0
1360,2014,3,3,3,3,0,0,0.0,0,0
1361,1998,3,20,2,0,0,0,0.0,0,0
1362,2006,51,13,0,0,0,0,0.0,0,0
1363,1998,52,14,3,3,0,0,0.0,0,0
1364,2006,52,9,1,1,0,0,0.0,1,0
1365,1998,22,1,4,4,4,0,0.0,1,0
1365,2002,22,1,3,3,3,0,0.0,0,0
1366,1986,22,19,0,0,0,0,0.0,0,0
1367,1954,6,18,0,0,0,0,0.0,0,0
1368,2006,7,21,0,0,0,0,0.0,0,0
1369,1934,4,,0,0,0,0,0.0,0,0
1370,1974,3,9,2,2,0,0,0.0,0,0
1371,2002,29,21,0,0,0,0,0.0,0,0
1372,2006,23,11,0,0,0,0,0.0,0,0
1373,2006,46,14,4,4,0,0,0.0,0,0
1373,2010,46,11,3,1,0,0,0.0,0,0
1374,1998,44,18,3,3,0,0,0.0,1,0
1375,1994,24,8,0,0,0,0,0.0,0,0
1376,1938,24,,1,1,0,0,0.0,0,0
1377,1962,11,22,3,3,0,2,0.67,0,0
1377,1966,11,11,4,4,0,2,0.5,0,1
1378,1982,11,3,5,5,5,1,0.2,1,0
1378,1986,11,3,0,0,0,0,0.0,0,0
1379,1930,4,,1,1,0,0,0.0,0,0
1380,1938,3,,0,0,0,0,0.0,0,0
1381,1986,26,1,0,0,0,0,0.0,0,0
1382,2006,26,19,3,3,0,0,0.0,0,0
1383,1994,26,15,1,1,0,0,0.0,0,0
1384,1986,26,4,3,2,0,0,0.0,0,0
1385,1986,26,14,2,1,0,0,0.0,0,0
1385,1990,26,15,1,0,0,0,0.0,0,0
1386,2006,26,23,0,0,0,0,0.0,0,0
1387,2010,26,4,4,4,0,0,0.0,1,0
1388,1986,26,8,2,2,0,0,0.0,2,0
1389,2010,58,12,1,0,0,0,0.0,0,0
1390,1954,26,8,1,1,0,0,0.0,0,0
1391,1994,26,14,0,0,0,0,0.0,0,0
1392,2002,26,23,0,0,0,0,0.0,0,0
1393,1990,26,21,3,3,0,0,0.0,0,0
1393,1994,26,1,3,3,3,0,0.0,0,0
1394,2002,26,4,6,6,0,0,0.0,1,0
1394,2006,26,4,3,3,0,0,0.0,1,0
1395,1990,26,3,3,3,0,0,0.0,1,0
1396,1994,26,19,0,0,0,0,0.0,0,0
1397,1986,26,9,2,2,0,1,0.5,0,0
1397,1990,26,14,3,3,2,0,0.0,1,0
1398,1998,26,2,3,2,0,0,0.0,0,0
1398,2002,26,3,0,0,0,0,0.0,0,0
1399,2002,26,8,1,0,0,0,0.0,0,0
1400,1998,26,10,2,2,0,0,0.0,1,0
1400,2002,26,11,1,0,0,0,0.0,0,0
1401,1994,26,12,3,2,0,0,0.0,2,0
1401,1998,26,4,1,1,0,0,0.0,0,0
1402,1954,26,18,1,1,0,0,0.0,0,0
1403,1962,11,5,3,3,0,0,0.0,0,0
1404,1966,7,7,0,0,0,0,0.0,0,0
1405,1938,57,,3,3,0,0,0.0,0,0
1406,1998,52,6,2,2,0,0,0.0,0,0
1407,1970,44,16,1,0,0,0,0.0,0,0
1408,2010,31,13,2,2,0,0,0.0,0,0
1408,2014,31,13,3,3,0,0,0.0,0,0
1409,1990,18,8,5,5,0,0,0.0,1,0
1410,2002,7,5,0,0,0,0,0.0,0,0
1411,1986,25,18,0,0,0,0,0.0,0,0
1412,2002,25,22,0,0,0,0,0.0,0,0
1412,2010,25,22,0,0,0,0,0.0,0,0
1413,2010,61,21,2,0,0,0,0.0,0,0
1414,2014,49,16,2,2,0,0,0.0,0,0
1415,2002,32,15,3,2,0,0,0.0,0,0
1416,1954,26,16,1,1,0,0,0.0,0,0
1417,2002,11,14,0,0,0,0,0.0,0,0
1418,1970,37,4,4,4,4,1,0.25,0,0
1418,1978,37,4,6,6,6,0,0.0,0,0
1419,1990,26,8,2,1,0,0,0.0,1,0
1420,1994,26,2,1,0,0,0,0.0,0,0
1421,1986,26,3,1,0,0,0,0.0,0,0
1421,1990,26,13,2,1,0,0,0.0,0,0
1422,2006,26,16,0,0,0,0,0.0,0,0
1423,1954,26,11,1,1,0,0,0.0,0,0
1424,1986,26,5,3,3,0,0,0.0,0,0
1424,1990,26,5,1,1,1,0,0.0,0,0
1425,2006,1,13,2,1,0,0,0.0,0,0
1426,1958,2,14,2,2,0,1,0.5,0,0
1427,1934,5,,3,3,0,0,0.0,0,0
1428,2014,8,1,7,7,0,0,0.0,0,0
1429,1930,37,,0,0,0,0,0.0,0,0
1430,2014,14,23,0,0,0,0,0.0,0,0
1431,2002,56,21,3,2,0,1,0.33,1,0
1432,1998,24,13,4,4,0,0,0.0,1,0
1433,1934,24,,0,0,0,0,0.0,0,0
1434,1982,15,15,4,1,0,1,0.25,0,0
1435,1934,5,,2,2,0,0,0.0,0,0
1436,1934,19,,4,4,0,0,0.0,0,0
1437,1966,13,9,1,1,0,0,0.0,0,0
1438,1978,13,13,1,1,0,0,0.0,0,0
1439,2002,47,6,4,4,4,0,0.0,2,0
1440,2002,7,9,3,0,0,0,0.0,0,0
1440,2010,7,9,1,1,0,0,0.0,0,0
1441,2002,47,22,0,0,0,0,0.0,0,0
1442,1986,14,16,7,6,0,3,0.43,1,0
1442,1990,14,14,1,0,0,0,0.0,0,0
1443,1934,14,,1,1,0,0,0.0,0,0
1444,1958,6,4,3,3,0,0,0.0,0,0
1445,2010,61,16,0,0,0,0,0.0,0,0
1446,1978,30,20,0,0,0,0,0.0,0,0
1447,2010,23,13,2,2,0,0,0.0,1,0
1448,1970,6,21,1,1,0,1,1.0,0,0
1449,1986,39,17,3,2,0,1,0.33,0,0
1450,2014,62,20,3,2,0,0,0.0,0,0
1451,2014,8,16,2,1,0,0,0.0,0,0
1452,1986,4,8,1,1,0,0,0.0,0,0
1453,1994,23,21,3,3,0,0,0.0,1,1
1454,1998,52,17,2,2,0,0,0.0,2,0
1454,2002,52,23,1,1,0,0,0.0,0,0
1455,1958,6,15,1,1,0,0,0.0,0,0
1456,1982,39,20,0,0,0,0,0.0,0,0
1457,1982,6,1,0,0,0,0,0.0,0,0
1458,1998,14,15,2,2,0,0,0.0,0,0
1459,2010,7,22,1,1,0,0,0.0,0,0
1460,1986,14,14,2,0,0,0,0.0,0,0
1460,1990,14,4,3,3,0,1,0.33,0,0
1461,1970,1,5,6,6,0,1,0.17,0,0
1462,1974,15,11,6,0,0,0,0.0,0,0
1463,2014,9,19,1,0,0,0,0.0,0,0
1464,1950,6,,0,0,0,0,0.0,0,0
1465,2002,3,4,2,1,0,0,0.0,1,0
1466,1998,8,11,7,7,1,2,0.29,0,0
1466,2006,8,8,4,4,0,0,0.0,0,0
1467,1930,20,,0,0,0,0,0.0,0,0
1468,1970,24,6,0,0,0,0,0.0,0,0
1469,1982,14,10,5,5,0,1,0.2,0,0
1470,2010,17,23,4,4,0,0,0.0,1,0
1470,2014,17,5,1,1,0,0,0.0,0,0
1471,1966,6,2,6,6,0,0,0.0,0,0
1472,1998,3,13,0,0,0,0,0.0,0,0
1473,1938,3,,3,3,0,4,1.33,0,0
1474,1998,25,12,5,4,0,0,0.0,2,0
1475,2002,6,3,5,5,0,0,0.0,1,0
1475,2006,6,3,5,5,0,0,0.0,0,0
1475,2010,6,3,4,4,0,0,0.0,0,0
1476,1982,61,8,3,1,0,0,0.0,0,0
1477,2002,6,19,1,0,0,0,0.0,0,0
1477,2006,6,11,5,5,0,1,0.2,0,0
1477,2010,6,11,2,0,0,0,0.0,0,0
1478,1950,12,,0,0,0,0,0.0,0,0
1479,1962,28,15,3,3,0,1,0.33,0,0
1480,1962,5,4,1,1,1,0,0.0,0,0
1481,1958,30,19,3,3,0,1,0.33,0,0
1482,1990,30,18,0,0,0,0,0.0,0,0
1482,1998,30,11,3,3,0,1,0.33,0,0
1483,1982,3,5,7,7,0,0,0.0,1,0
1483,1986,3,4,1,1,0,0,0.0,0,0
1484,2006,4,4,2,1,0,0,0.0,0,0
1485,1950,23,,3,3,0,0,0.0,0,0
1486,1958,7,2,0,0,0,0,0.0,0,0
1487,2006,21,21,0,0,0,0,0.0,0,0
1488,1966,17,10,6,6,6,0,0.0,1,0
1489,2002,47,17,5,5,0,0,0.0,2,0
1490,1954,30,20,0,0,0,0,0.0,0,0
1491,1934,3,,5,5,4,0,0.0,0,0
1492,1966,7,8,1,1,0,0,0.0,0,0
1493,1990,4,1,0,0,0,0,0.0,0,0
1494,1990,29,1,3,3,0,0,0.0,0,0
1495,1934,2,,4,4,0,4,1.0,0,0
1496,1962,6,7,0,0,0,0,0.0,0,0
1496,1966,6,11,1,1,0,0,0.0,0,0
1497,2002,38,13,1,0,0,0,0.0,0,0
1498,2006,23,13,2,1,0,0,0.0,0,0
1499,1994,3,15,2,1,0,0,0.0,0,0
1500,1982,3,16,7,7,0,1,0.14,1,0
1500,1986,3,16,4,4,0,0,0.0,0,0
1501,1978,3,12,0,0,0,0,0.0,0,0
1502,1962,20,5,5,5,0,0,0.0,0,0
1503,2010,20,5,2,1,0,0,0.0,0,0
1504,2002,5,23,0,0,0,0,0.0,0,0
1505,2006,23,15,3,2,0,0,0.0,0,0
1506,1950,23,,0,0,0,0,0.0,0,0
1507,1986,30,21,2,0,0,0,0.0,0,0
1508,1970,6,3,4,4,0,0,0.0,0,0
1509,1954,30,21,0,0,0,0,0.0,0,0
1510,1982,6,5,4,4,0,0,0.0,0,0
1511,1954,14,9,2,2,0,1,0.5,0,0
1512,1958,4,7,3,3,0,3,1.0,0,0
1513,1974,9,11,2,2,0,0,0.0,0,0
1514,1970,9,22,0,0,0,0,0.0,0,0
1515,2002,29,19,0,0,0,0,0.0,0,0
1516,1998,28,2,0,0,0,0,0.0,0,0
1517,1994,28,1,3,3,0,0,0.0,0,0
1517,1998,28,1,0,0,0,0,0.0,0,0
1518,1950,13,,0,0,0,0,0.0,0,0
1519,2014,27,5,3,3,0,0,0.0,1,0
1520,1974,30,15,0,0,0,0,0.0,0,0
1521,1998,20,19,3,1,0,0,0.0,0,0
1522,1982,20,12,0,0,0,0,0.0,0,0
1523,2006,13,12,0,0,0,0,0.0,0,0
1523,2014,13,1,0,0,0,0,0.0,0,0
1524,1986,22,22,0,0,0,0,0.0,0,0
1525,1990,9,15,1,0,0,0,0.0,0,0
1526,1970,37,12,0,0,0,0,0.0,0,0
1527,1982,6,13,0,0,0,0,0.0,0,0
1528,1950,21,,0,0,0,0,0.0,0,0
1529,1962,9,8,1,1,0,0,0.0,0,0
1529,1966,9,7,4,4,0,1,0.25,0,0
1529,1970,9,20,6,5,0,0,0.0,1,0
1530,1994,28,18,0,0,0,0,0.0,0,0
1531,1954,13,22,0,0,0,0,0.0,0,0
1532,1930,20,,3,3,0,0,0.0,0,0
1533,1954,34,22,1,1,0,0,0.0,0,0
1534,1938,24,,1,1,0,0,0.0,0,0
1535,2014,5,19,2,2,0,0,0.0,0,0
1536,2006,17,4,1,1,0,0,0.0,1,0
1536,2010,17,21,2,2,0,0,0.0,0,1
1536,2014,17,13,2,1,0,0,0.0,0,0
1537,1994,3,4,6,6,0,0,0.0,2,0
1537,1998,3,5,5,5,0,0,0.0,2,0
1538,1954,3,22,0,0,0,0,0.0,0,0
1539,2006,17,6,5,4,0,0,0.0,2,1
1540,1982,62,5,3,3,0,0,0.0,0,0
1541,2014,62,13,3,3,0,1,0.33,0,0
1542,1966,7,9,0,0,0,0,0.0,0,0
1543,2002,7,23,0,0,0,0,0.0,0,0
1543,2006,7,23,0,0,0,0,0.0,0,0
1544,1982,7,16,3,1,0,1,0.33,0,0
1545,1934,7,,0,0,0,0,0.0,0,0
1545,1938,7,,0,0,0,0,0.0,0,0
1546,2014,14,1,5,5,0,0,0.0,0,0
1547,1962,1,9,0,0,0,0,0.0,0,0
1548,2006,46,12,0,0,0,0,0.0,0,0
1549,1990,23,21,0,0,0,0,0.0,0,0
1550,1954,30,7,2,2,0,0,0.0,0,0
1550,1958,30,12,2,2,0,0,0.0,0,0
1551,2006,67,2,0,0,0,0,0.0,0,0
1552,1958,39,17,1,1,0,0,0.0,0,0
1553,1958,30,18,0,0,0,0,0.0,0,0
1554,1994,38,15,3,3,0,0,0.0,1,0
1555,1950,23,,0,0,0,0,0.0,0,0
1556,1998,24,21,1,0,0,0,0.0,0,0
1557,1998,14,2,1,1,0,0,0.0,0,0
1558,1950,20,,3,3,0,2,0.67,0,0
1559,1998,4,19,1,0,0,0,0.0,0,0
1559,2002,4,19,3,0,0,1,0.33,0,0
1559,2006,4,9,4,4,0,3,0.75,1,0
1560,1982,61,13,3,3,0,0,0.0,0,0
1561,2006,1,15,0,0,0,0,0.0,0,0
1562,1934,5,,1,1,0,0,0.0,0,0
1563,2010,3,3,3,3,0,0,0.0,0,0
1564,1994,68,16,2,2,0,0,0.0,0,1
1565,2006,17,17,6,6,0,1,0.17,1,0
1565,2010,17,7,4,4,4,1,0.25,1,0
1565,2014,17,7,3,3,3,1,0.33,0,0
1566,1954,12,3,3,3,0,0,0.0,0,0
1566,1958,12,4,4,4,0,0,0.0,0,0
1567,1970,10,13,1,1,0,0,0.0,1,0
1567,1974,10,19,0,0,0,0,0.0,0,0
1568,2006,6,21,4,2,0,1,0.25,1,0
1568,2010,6,9,2,0,0,0,0.0,0,0
1569,1958,53,16,0,0,0,0,0.0,0,0
1570,1974,48,1,6,6,0,0,0.0,1,0
1571,1974,8,14,7,7,7,3,0.43,2,0
1572,1966,17,14,0,0,0,0,0.0,0,0
1573,1986,13,14,5,5,0,0,0.0,0,0
1574,1986,13,5,4,0,0,0,0.0,0,0
1575,1962,20,16,1,1,0,0,0.0,0,0
1575,1966,20,4,3,3,0,0,0.0,0,0
1576,1982,62,17,1,1,0,0,0.0,0,0
1577,1982,62,14,1,1,0,0,0.0,0,0
1578,2006,4,20,2,0,0,0,0.0,1,0
1579,1954,9,17,5,5,0,0,0.0,0,0
1580,1958,4,22,2,2,0,0,0.0,0,0
1581,1970,37,17,2,0,0,0,0.0,0,0
1582,1978,16,13,3,2,0,1,0.33,0,0
1582,1982,16,17,0,0,0,0,0.0,0,0
1583,1938,16,,0,0,0,0,0.0,0,0
1584,1982,16,16,1,0,0,0,0.0,0,0
1585,1954,16,18,0,0,0,0,0.0,0,0
1586,1982,16,20,0,0,0,0,0.0,0,0
1586,1986,16,12,0,0,0,0,0.0,0,0
1587,1934,18,,4,4,0,0,0.0,0,0
1588,2014,28,11,5,5,0,1,0.2,0,0
1589,2014,29,22,4,0,0,0,0.0,1,0
1590,1962,9,11,2,2,0,1,0.5,0,0
1590,1970,9,7,5,5,0,1,0.2,0,0
1590,1974,9,7,2,1,0,0,0.0,0,0
1591,1962,9,6,0,0,0,0,0.0,0,0
1592,1970,37,10,4,4,0,5,1.25,0,0
1592,1978,37,10,6,6,0,5,0.83,0,0
1592,1982,37,10,3,3,0,0,0.0,0,0
1593,1950,13,,1,1,0,0,0.0,0,0
1594,1978,3,4,5,2,0,0,0.0,0,0
1595,1986,4,9,6,6,0,0,0.0,1,0
1596,1934,24,,0,0,0,0,0.0,0,0
1597,1978,13,17,3,3,0,0,0.0,0,0
1598,1978,37,8,6,6,0,1,0.17,0,0
1598,1982,37,8,3,3,0,0,0.0,0,0
1599,2002,22,23,2,0,0,2,1.0,0,0
1599,2006,22,23,2,0,0,1,0.5,0,0
1600,2006,4,17,1,1,0,0,0.0,0,1
1601,1954,7,9,0,0,0,0,0.0,0,0
1602,2006,46,5,4,4,0,0,0.0,1,0
1602,2010,46,5,3,3,0,0,0.0,0,0
1603,1974,2,8,3,3,0,1,0.33,0,0
1603,1978,2,16,0,0,0,0,0.0,0,0
1604,2002,38,4,2,0,0,0,0.0,0,0
1605,1954,30,2,2,2,2,0,0.0,0,0
1606,1958,39,2,5,5,0,0,0.0,0,0
1607,1974,46,5,3,3,0,0,0.0,0,0
1608,2002,5,2,1,1,0,0,0.0,0,0
1609,1958,39,8,5,5,0,1,0.2,0,0
1610,1982,14,12,1,1,0,0,0.0,0,0
1611,1966,17,19,0,0,0,0,0.0,0,0
1612,1930,24,,1,1,0,0,0.0,0,0
1613,1934,23,,1,1,0,0,0.0,0,0
1614,1982,14,21,5,4,0,1,0.2,0,0
1614,1994,14,11,1,0,0,0,0.0,0,0
1615,1954,16,11,5,5,0,3,0.6,0,0
1616,1986,9,9,3,2,0,0,0.0,2,0
1617,2006,22,14,1,0,0,0,0.0,0,0
1617,2010,22,14,5,5,0,0,0.0,0,0
1618,2002,56,12,1,1,0,0,0.0,0,0
1619,1998,26,19,0,0,0,0,0.0,0,0
1620,1998,54,10,3,3,0,0,0.0,1,0
1620,2006,54,10,2,2,2,0,0.0,0,0
1621,2002,11,13,0,0,0,0,0.0,0,0
1622,2002,47,2,5,5,0,0,0.0,2,0
1623,1970,44,15,0,0,0,0,0.0,0,0
1624,1982,41,15,3,2,0,0,0.0,0,0
1625,1994,10,10,5,5,0,4,0.8,2,0
1626,1998,30,22,3,3,0,0,0.0,0,0
1627,1986,16,9,3,1,0,0,0.0,0,0
1628,1938,14,,0,0,0,0,0.0,0,0
1629,1978,7,16,1,1,0,0,0.0,0,0
1630,1974,30,8,3,3,0,0,0.0,0,0
1630,1978,30,8,3,3,0,1,0.33,0,0
1630,1982,30,8,2,1,0,1,0.5,0,0
1631,1986,17,22,2,2,0,0,0.0,0,0
1632,1978,54,2,2,2,0,1,0.5,0,0
1633,1978,5,7,1,1,0,1,1.0,0,0
1634,2010,17,22,0,0,0,0,0.0,0,0
1635,1950,1,,5,5,0,0,0.0,0,0
1636,1966,11,10,4,4,0,0,0.0,0,0
1637,2010,17,10,3,2,0,0,0.0,0,0
1638,2014,1,13,1,1,0,0,0.0,1,0
1639,1994,44,11,3,2,0,0,0.0,1,0
1640,1982,11,13,4,2,0,0,0.0,0,0
1641,1970,1,20,0,0,0,0,0.0,0,0
1642,2014,3,4,3,3,0,0,0.0,0,0
1643,1938,7,,0,0,0,0,0.0,0,0
1644,1982,11,1,5,5,0,0,0.0,0,0
1644,1986,11,1,3,3,0,0,0.0,0,0
1644,1990,11,1,1,1,1,0,0.0,0,0
1645,1938,18,,3,3,0,0,0.0,0,0
1646,2014,36,16,2,2,0,0,0.0,0,0
1647,2002,34,22,7,6,0,2,0.29,0,0
1648,2014,54,22,0,0,0,0,0.0,0,0
1649,1962,3,18,1,1,0,0,0.0,0,0
1650,1938,24,,0,0,0,0,0.0,0,0
1651,2014,1,4,7,7,1,2,0.29,0,0
1652,2010,5,21,2,1,0,0,0.0,0,0
1652,2014,5,21,3,2,0,0,0.0,0,0
1653,1966,33,20,1,1,0,0,0.0,0,0
1653,1970,33,5,1,1,0,0,0.0,0,0
1654,1998,8,16,6,6,0,1,0.17,2,0
1655,2010,43,7,0,0,0,0,0.0,0,0
1656,2014,46,3,3,3,0,0,0.0,0,0
1657,1954,30,6,2,2,0,0,0.0,0,0
1658,1998,13,5,4,4,0,0,0.0,1,0
1659,2014,23,14,1,1,0,0,0.0,0,0
1660,1990,29,13,0,0,0,0,0.0,0,0
1661,1954,9,13,0,0,0,0,0.0,0,0
1662,1998,60,3,2,2,0,0,0.0,1,0
1663,1990,3,4,6,4,0,0,0.0,1,0
1664,1994,28,7,2,1,0,0,0.0,1,0
1664,1998,28,7,2,2,0,0,0.0,0,0
1665,1930,14,,0,0,0,0,0.0,0,0
1666,1998,14,16,1,0,0,0,0.0,0,0
1666,2002,14,3,2,2,0,0,0.0,0,0
1667,1994,8,2,4,4,0,0,0.0,1,0
1667,1998,8,4,7,7,6,0,0.0,0,0
1668,1938,8,,0,0,0,0,0.0,0,0
1669,1994,8,9,3,2,0,0,0.0,0,0
1669,1998,8,7,6,6,0,2,0.33,0,0
1670,1966,7,10,1,1,0,1,1.0,0,0
1671,2014,14,7,4,4,0,1,0.25,0,0
1672,2006,8,15,1,1,0,0,0.0,1,0
1673,1930,14,,1,1,0,0,0.0,0,0
1674,1930,14,,1,1,0,0,0.0,0,0
1675,2014,5,12,0,0,0,0,0.0,0,0
1676,1994,8,1,5,5,0,0,0.0,0,0
1676,1998,8,18,0,0,0,0,0.0,0,0
1677,1990,14,9,4,4,0,1,0.25,0,0
1677,1994,14,9,3,3,0,1,0.33,0,0
1678,2014,8,8,3,3,0,0,0.0,2,0
1679,1938,8,,1,1,0,0,0.0,0,0
1680,2010,8,8,6,6,0,0,0.0,3,0
1680,2014,8,6,5,5,0,0,0.0,0,0
1681,1974,8,7,4,0,0,1,0.25,0,0
1682,1978,5,2,1,1,0,0,0.0,0,0
1683,2002,40,4,3,3,0,0,0.0,1,0
1683,2006,40,4,4,4,0,0,0.0,2,0
1684,1978,13,7,3,3,0,0,0.0,0,0
1685,1970,37,3,3,3,0,0,0.0,0,0
1686,1930,37,,2,2,0,0,0.0,0,0
1687,1990,9,3,4,4,0,0,0.0,0,0
1688,1986,13,6,3,1,0,0,0.0,1,0
1689,2002,9,22,1,0,0,0,0.0,0,0
1690,1986,71,19,0,0,0,0,0.0,0,0
1691,1966,7,11,1,1,0,0,0.0,0,0
1692,1986,3,13,4,4,0,0,0.0,1,0
1692,1990,3,11,6,6,0,0,0.0,0,0
1693,2002,5,11,4,4,0,0,0.0,1,0
1694,2006,3,4,3,2,0,0,0.0,1,1
1694,2010,3,6,3,3,0,1,0.33,0,0
1694,2014,3,16,2,2,0,0,0.0,0,0
1695,2010,3,14,0,0,0,0,0.0,0,0
1696,1990,14,15,0,0,0,0,0.0,0,0
1697,1982,14,15,2,2,0,0,0.0,0,0
1698,2014,3,2,1,1,0,0,0.0,1,0
1699,1974,9,13,0,0,0,0,0.0,0,0
1700,1970,3,16,6,6,0,0,0.0,1,0
1701,1958,1,14,5,5,0,0,0.0,0,0
1702,1934,4,,1,1,1,0,0.0,0,0
1703,2002,14,1,4,4,0,0,0.0,0,0
1704,1934,14,,1,1,0,0,0.0,0,0
1705,2014,8,3,7,7,0,1,0.14,1,0
1706,1990,14,20,0,0,0,0,0.0,0,0
1706,1994,14,12,0,0,0,0,0.0,0,0
1706,1998,14,1,2,2,0,0,0.0,0,0
1707,1938,14,,1,1,0,0,0.0,0,0
1708,1938,8,,0,0,0,0,0.0,0,0
1709,1994,8,21,0,0,0,0,0.0,0,0
1710,1986,14,4,2,2,0,0,0.0,0,0
1710,1990,14,16,4,4,0,1,0.25,0,0
1710,1994,14,14,4,4,0,0,0.0,0,0
1711,2010,8,14,2,1,0,0,0.0,0,0
1712,2014,7,2,4,4,0,0,0.0,0,0
1713,2006,17,20,4,4,0,1,0.25,1,1
1713,2010,17,20,1,1,0,0,0.0,0,0
1714,2010,56,14,3,1,0,0,0.0,1,0
1715,1998,23,15,1,1,0,0,0.0,0,0
1716,1998,14,22,3,2,0,0,0.0,1,0
1716,2002,14,2,1,1,0,0,0.0,0,0
1717,2010,6,19,3,2,0,1,0.33,0,0
1718,1934,7,,0,0,0,0,0.0,0,0
1719,2014,14,16,1,1,0,0,0.0,0,1
1720,2006,21,14,0,0,0,0,0.0,0,0
1721,2006,21,23,4,4,0,0,0.0,1,0
1722,1982,19,4,4,4,0,0,0.0,1,0
1723,1934,24,,1,1,0,0,0.0,0,0
1724,2014,54,21,3,3,0,0,0.0,0,0
1725,1962,13,7,3,3,0,1,0.33,0,0
1726,1970,37,18,0,0,0,0,0.0,0,0
1727,1958,13,2,3,3,0,0,0.0,0,0
1727,1962,13,2,3,3,0,0,0.0,0,0
1727,1966,13,4,1,1,0,0,0.0,0,0
1728,1994,13,14,3,3,0,0,0.0,2,0
1729,1998,3,10,4,3,0,0,0.0,1,0
1729,2002,3,7,3,1,0,1,0.33,0,0
1729,2006,3,7,5,1,0,1,0.2,0,0
1730,1962,5,5,2,2,0,0,0.0,0,0
1730,1966,5,4,2,2,0,0,0.0,0,0
1731,1930,14,,1,1,0,0,0.0,0,0
1732,1970,24,13,0,0,0,0,0.0,0,0
1733,1930,7,,3,3,0,0,0.0,0,0
1733,1934,7,,1,1,0,0,0.0,0,0
1733,1938,7,,2,2,0,0,0.0,0,0
1734,2006,63,21,3,3,0,0,0.0,1,0
1735,2002,40,11,3,3,0,1,0.33,1,0
